obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,ebirthdate,deathdate,edeathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur
CZR-2009,8251e050-1e42-11e4-b4cd-db5882bf8def,316,CZR,Fischer,2009-05-08,08may2009,2010-07-13,13jul2010,Regular,Regular,Regular,0,OK,M,1951,-777,NA,,NA,,NA,0,1,0,0,NA,NA
CZR-2010,8251e051-1e42-11e4-b4cd-db5882bf8def,316,CZR,Necas,2010-07-13,13jul2010,2013-07-10,10jul2013,Regular,Regular,Regular,0,OK,M,1964,-777,NA,,NA,,NA,0,1,0,0,NA,NA
CZR-2013,2b37a457-3481-11e4-8dba-bbcd9ed46413,316,CZR,Rusnok,2013-07-10,10jul2013,2014-01-29,29jan2014,Regular,Regular,Regular,0,OK,M,1960,-777,1960-10-16,16oct1960,NA,,NA,0,1,0,0,NA,NA
CZR-2014,149e3ccf-aae0-11e4-b3bc-29f2fa19767e,316,CZR,Sobotka,2014-01-29,29jan2014,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1971,-777,1971-10-23,23oct1971,NA,,NA,0,-888,-888,-888,NA,NA
SLO-1993,8218450e-1e42-11e4-b4cd-db5882bf8def,317,SLO,Meciar,1993-01-01,01jan1993,1994-03-16,16mar1994,Regular,Regular,Regular,0,OK,M,1942,-777,1942-07-26,26jul1942,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Vladim-25C3-25ADr-5FMe-25C4-258Diar&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=3fZBu4vJXaNVuTFmobt5BWZAQmM3QoCGhmCWxF7C8Vk&e=,0,1,0,0,NA,NA
SLO-1994-1,8218450f-1e42-11e4-b4cd-db5882bf8def,317,SLO,Moravcik,1994-03-16,16mar1994,1994-12-13,13dec1994,Regular,Regular,Regular,0,OK,M,1945,-777,NA,,NA,,NA,0,1,0,0,NA,NA
SLO-1994-2,8218450e-1e42-11e4-b4cd-db5882bf8def,317,SLO,Meciar,1994-12-13,13dec1994,1998-10-30,30oct1998,Regular,Regular,Regular,1,OK,M,1942,-777,1942-07-26,26jul1942,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Vladim-25C3-25ADr-5FMe-25C4-258Diar&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=3fZBu4vJXaNVuTFmobt5BWZAQmM3QoCGhmCWxF7C8Vk&e=,0,1,0,0,NA,NA
SLO-1998,82184510-1e42-11e4-b4cd-db5882bf8def,317,SLO,Dzurinda,1998-10-30,30oct1998,2006-07-04,04jul2006,Regular,Regular,Regular,0,OK,M,1955,-777,1955-02-04,04feb1955,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Mikul-25C3-25A1-25C5-25A1-5FDzurinda&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=YANQn-hSbLQPoaZSvipguI4sGw84UQnnS3lycAGWuDU&e=,0,1,0,0,NA,NA
SLO-2006,8251e052-1e42-11e4-b4cd-db5882bf8def,317,SLO,Fico,2006-07-04,04jul2006,2010-07-08,08jul2010,Regular,Regular,Regular,0,OK,M,1964,-777,NA,,NA,,NA,0,1,0,0,NA,NA
SLO-2010,8251e053-1e42-11e4-b4cd-db5882bf8def,317,SLO,Radicova,2010-07-08,08jul2010,2012-04-04,04apr2012,Regular,Regular,Regular,0,OK,F,1956,-777,NA,,NA,,NA,0,1,0,0,NA,NA
SLO-2012,8251e052-1e42-11e4-b4cd-db5882bf8def,317,SLO,Fico,2012-04-04,04apr2012,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,1,Leader Still in Office,M,1964,-777,1964-09-15,15sep1964,NA,,NA,0,-888,-888,-888,NA,NA
ITA-1873,19775238-3bbd-11e5-afeb-eb6f07f9fec7,325,ITA,Minghetti,1873-08-10,10aug1873,1876-03-18,18mar1876,Regular,Regular,Regular,1,OK,M,1818,1886,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Marco-5FMinghetti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=WZESJY7DsqLbr9yEar9PDvKUs4v_A7COjeBBF1rzGPU&e=,0,1,0,0,NA,NA
ITA-1876,821875e0-1e42-11e4-b4cd-db5882bf8def,325,ITA,Depretis,1876-03-25,25mar1876,1878-03-11,11mar1878,Regular,Regular,Regular,0,OK,M,1813,1887,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Agostino-5FDepretis&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Ou4A6CmkB5MbRrDLzpA4zo1m_mLgMgBDhZIgy7GGgGA&e=,0,1,0,0,NA,NA
ITA-1878-1,821875e1-1e42-11e4-b4cd-db5882bf8def,325,ITA,Cairoli,1878-03-23,23mar1878,1878-12-09,09dec1878,Regular,Regular,Regular,0,OK,M,1825,1889,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Benedetto-5FCairoli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=zIT9PYW42uPFtiXDFfap_3ejeCrXgSvEEZw7X5PhR5c&e=,0,1,0,0,NA,NA
ITA-1878-2,821875e0-1e42-11e4-b4cd-db5882bf8def,325,ITA,Depretis,1878-12-18,18dec1878,1879-07-03,03jul1879,Regular,Regular,Regular,1,OK,M,1813,1887,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Agostino-5FDepretis&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Ou4A6CmkB5MbRrDLzpA4zo1m_mLgMgBDhZIgy7GGgGA&e=,0,1,0,0,NA,NA
ITA-1879,821875e1-1e42-11e4-b4cd-db5882bf8def,325,ITA,Cairoli,1879-07-12,12jul1879,1881-05-14,14may1881,Regular,Regular,Regular,1,OK,M,1825,1889,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Benedetto-5FCairoli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=zIT9PYW42uPFtiXDFfap_3ejeCrXgSvEEZw7X5PhR5c&e=,0,1,0,0,NA,NA
ITA-1881,821875e0-1e42-11e4-b4cd-db5882bf8def,325,ITA,Depretis,1881-05-28,28may1881,1887-07-29,29jul1887,Regular,Natural Death,Regular,2,Missing: Natural Death within Six Months of Losing Office,M,1813,1887,NA,,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Agostino-5FDepretis&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Ou4A6CmkB5MbRrDLzpA4zo1m_mLgMgBDhZIgy7GGgGA&e=,0,2,0,-777,NA,NA
ITA-1887,821875e2-1e42-11e4-b4cd-db5882bf8def,325,ITA,Crispi,1887-08-08,08aug1887,1891-01-31,31jan1891,Regular,Regular,Regular,0,OK,M,1819,1901,1819-10-04,04oct1819,1901-08-12,12aug1901,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Francesco-5FCrispi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=-sFOcy4J-wb7tOG0JK5x-t-plZnaJAFhL9-0ItSTaBE&e=,0,1,0,0,NA,NA
ITA-1891,821875e3-1e42-11e4-b4cd-db5882bf8def,325,ITA,Rudini,1891-02-09,09feb1891,1892-05-05,05may1892,Regular,Regular,Regular,0,OK,M,1839,1908,NA,,NA,,NA,0,1,0,0,NA,NA
ITA-1892,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1892-05-15,15may1892,1893-11-24,24nov1893,Regular,Regular,Regular,0,OK,M,1842,1928,1842-10-27,27oct1842,1928-07-17,17jul1928,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1,0,0,NA,NA
ITA-1893,821875e2-1e42-11e4-b4cd-db5882bf8def,325,ITA,Crispi,1893-12-10,10dec1893,1896-03-05,05mar1896,Regular,Regular,Regular,1,OK,M,1819,1901,1819-10-04,04oct1819,1901-08-12,12aug1901,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Francesco-5FCrispi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=-sFOcy4J-wb7tOG0JK5x-t-plZnaJAFhL9-0ItSTaBE&e=,0,1,0,0,NA,NA
ITA-1896,821875e3-1e42-11e4-b4cd-db5882bf8def,325,ITA,Rudini,1896-03-10,10mar1896,1898-06-18,18jun1898,Regular,Regular,Regular,1,OK,M,1839,1908,NA,,NA,,NA,0,1,0,0,NA,NA
ITA-1898,8218a6b4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Pelloux,1898-06-29,29jun1898,1900-06-18,18jun1900,Regular,Regular,Regular,0,OK,M,1839,1924,1839-03-01,01mar1839,1924-10-26,26oct1924,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Luigi-5FPelloux&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=HaW8NBb_dprMgK0dnEG7hG3YFzLOA7QM14-XQLT83B4&e=,0,1,0,0,NA,NA
ITA-1900,8218a6b5-1e42-11e4-b4cd-db5882bf8def,325,ITA,Saracco,1900-06-20,20jun1900,1901-02-06,06feb1901,Regular,Regular,Regular,0,OK,M,1821,1907,1821-10-09,09oct1821,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giuseppe-5FSaracco&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=nHUlyKl4T6-wl9Gys-4A8BqO_BvEw61Gd5TLvyiUWpw&e=,0,1,0,0,NA,NA
ITA-1901,8218a6b6-1e42-11e4-b4cd-db5882bf8def,325,ITA,Zanardelli,1901-02-15,15feb1901,1903-10-21,21oct1903,Regular,Retired Due to Ill Health,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1826,1903,1826-10-29,29oct1826,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giuseppe-5FZanardelli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=ain2G8QNDMYkUjuapTjFHuumPNY5yOY8JuS5gYFgqck&e=,0,2.0999999,0,-777,NA,NA
ITA-1903,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1903-11-03,03nov1903,1905-03-04,04mar1905,Regular,Regular,Regular,1,OK,M,1842,1928,1842-10-27,27oct1842,1928-07-17,17jul1928,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1,0,0,NA,NA
ITA-1905,8218a6b7-1e42-11e4-b4cd-db5882bf8def,325,ITA,Fortis,1905-03-27,27mar1905,1906-02-01,01feb1906,Regular,Regular,Regular,0,OK,M,1842,1909,1842-09-16,16sep1842,1909-12-04,04dec1909,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alessandro-5FFortis&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=vGBRMDOnqScFgLDm0drryLArdehxPh7065dm99gm0YA&e=,0,1,0,0,NA,NA
ITA-1906-1,8218a6b8-1e42-11e4-b4cd-db5882bf8def,325,ITA,Sonnino,1906-02-08,08feb1906,1906-05-17,17may1906,Regular,Regular,Regular,0,OK,M,1847,1922,1847-03-11,11mar1847,1922-11-24,24nov1922,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Sidney-5FSonnino&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=oW1QqrDCHKk-UIYwmXIyGT7hMP2odzmmwUhyuFTT3co&e=,0,1,0,0,NA,NA
ITA-1906-2,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1906-05-29,29may1906,1909-12-02,02dec1909,Regular,Regular,Regular,2,OK,M,1842,1928,1842-10-27,27oct1842,1928-07-17,17jul1928,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1,0,0,NA,NA
ITA-1909,8218a6b8-1e42-11e4-b4cd-db5882bf8def,325,ITA,Sonnino,1909-12-10,10dec1909,1910-03-21,21mar1910,Regular,Regular,Regular,1,OK,M,1847,1922,1847-03-11,11mar1847,1922-11-24,24nov1922,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Sidney-5FSonnino&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=oW1QqrDCHKk-UIYwmXIyGT7hMP2odzmmwUhyuFTT3co&e=,0,1,0,0,NA,NA
ITA-1910,8218d788-1e42-11e4-b4cd-db5882bf8def,325,ITA,Luzzati,1910-03-30,30mar1910,1911-03-20,20mar1911,Regular,Regular,Regular,0,OK,M,1841,1927,1841-03-01,01mar1841,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Luigi-5FLuzzatti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=5KtS4pCMMYGu3VAY1gIrzpkt1jTO9Cbcr1tR87qKSbU&e=,0,1,0,0,NA,NA
ITA-1911,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1911-03-27,27mar1911,1914-03-10,10mar1914,Regular,Regular,Regular,3,OK,M,1842,1928,1842-10-27,27oct1842,1928-07-17,17jul1928,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1,0,0,NA,NA
ITA-1914,8218d789-1e42-11e4-b4cd-db5882bf8def,325,ITA,Salandra,1914-03-21,21mar1914,1916-06-12,12jun1916,Regular,Regular,Regular,0,OK,M,1853,1931,1853-08-13,13aug1853,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Antonio-5FSalandra&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=LtB0kx5yn0hftlX-XfXodax4HDtaeG2zd-sJmps8gkI&e=,0,1,0,0,NA,NA
ITA-1916,8218d78a-1e42-11e4-b4cd-db5882bf8def,325,ITA,Boselli,1916-06-17,17jun1916,1917-10-30,30oct1917,Regular,Regular,Regular,0,OK,M,1838,1932,1838-06-08,08jun1838,1932-03-10,10mar1932,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Paolo-5FBoselli&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=7B6jrbgzA66GkBHuhtiF537uqeYAnEXZmXY4PV5inHI&e=,0,1,0,0,NA,NA
ITA-1917,8218d78b-1e42-11e4-b4cd-db5882bf8def,325,ITA,Orlando,1917-10-30,30oct1917,1919-06-19,19jun1919,Regular,Regular,Regular,0,OK,M,1860,1952,1860-05-19,19may1860,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Vittorio-5FEmanuele-5FOrlando&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=_ChsNMd-8pHQOb0WvNj8FQ3WmuWg8xmSLLHAmZGrxUQ&e=,0,1,0,0,NA,NA
ITA-1919,8218d78c-1e42-11e4-b4cd-db5882bf8def,325,ITA,Nitti,1919-06-23,23jun1919,1920-06-09,09jun1920,Regular,Regular,Regular,0,OK,M,1868,1953,1868-07-19,19jul1868,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Francesco-5FSaverio-5FNitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=P3taWaARXr1Q4sIdhoC_N30T3CvUw8SnW5qQLP9o1iI&e=,0,1,0,0,NA,NA
ITA-1920,821875e4-1e42-11e4-b4cd-db5882bf8def,325,ITA,Giolitti,1920-06-16,16jun1920,1921-06-26,26jun1921,Regular,Regular,Regular,4,OK,M,1842,1928,1842-10-27,27oct1842,1928-07-17,17jul1928,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Giovanni-5FGiolitti&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=uMgB7UXK--wzSU5JFFKpyEK_j05QcnlXoJMoPpIYFNY&e=,0,1,0,0,NA,NA
ITA-1921,8218d78d-1e42-11e4-b4cd-db5882bf8def,325,ITA,Bonomi,1921-06-26,26jun1921,1922-02-25,25feb1922,Regular,Regular,Regular,0,OK,M,1873,1951,1873-10-18,18oct1873,1951-04-20,20apr1951,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ivanoe-5FBonomi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0H4UgxNfAgFDdSpbBant11iT92jrwKppyBdMySSIwsk&e=,0,1,0,0,NA,NA
ITA-1922-1,82190866-1e42-11e4-b4cd-db5882bf8def,325,ITA,Facta,1922-02-25,25feb1922,1922-10-27,27oct1922,Regular,Regular,Regular,0,OK,M,1861,1930,1861-11-16,16nov1861,1930-11-05,05nov1930,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Luigi-5FFacta&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=iYvNB3bACeQrzq4FcNzXmr6ias_gPQNQOP9HsAerkVw&e=,0,1,0,0,NA,NA
ITA-1922-2,82190867-1e42-11e4-b4cd-db5882bf8def,325,ITA,Mussolini,1922-10-30,30oct1922,1943-07-25,25jul1943,Regular,Irregular,"Removed by Other Government Actors, without Foreign Support",0,Death,M,1883,1945,1883-07-29,29jul1883,1945-04-28,28apr1945,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Benito-5FMussolini&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=wAFmECcKqivQEFWdT0ML1Y_fjBfOvTwYC874L7VW5tQ&e=,0,3,8,3,NA,NA
ITA-1943,82190868-1e42-11e4-b4cd-db5882bf8def,325,ITA,Badoglio,1943-07-28,28jul1943,1944-06-04,04jun1944,Irregular,Regular,Regular,0,OK,M,1871,1956,1871-09-28,28sep1871,1956-10-31,31oct1956,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Pietro-5FBadoglio&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=yEHKRgUvtm-a2_T_-K3x-LeAliO6tHiZSJNwhfmbGKk&e=,1,1,0,0,NA,NA
ITA-1944,8218d78d-1e42-11e4-b4cd-db5882bf8def,325,ITA,Bonomi,1944-06-09,09jun1944,1945-06-20,20jun1945,Regular,Regular,Regular,1,OK,M,1873,1951,1873-10-18,18oct1873,1951-04-20,20apr1951,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ivanoe-5FBonomi&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=0H4UgxNfAgFDdSpbBant11iT92jrwKppyBdMySSIwsk&e=,0,1,0,0,NA,NA
ITA-1945-1,82190869-1e42-11e4-b4cd-db5882bf8def,325,ITA,Parri,1945-06-20,20jun1945,1945-11-26,26nov1945,Regular,Regular,Regular,0,OK,M,1890,1981,1890-06-19,19jun1890,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ferruccio-5FParri&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=9iWam_IYRQ4a9oavX3nrW3cLl1rHXgfiHAt8Rb-rc98&e=,0,1,0,0,NA,NA
