obsid,leadid,ccode,idacr,leader,startdate,eindate,enddate,eoutdate,entry,exit,exitcode,prevtimesinoffice,posttenurefate,gender,yrborn,yrdied,borndate,ebirthdate,deathdate,edeathdate,dbpediauri,numentry,numexit,numexitcode,numposttenurefate,fties,ftcur
ETM-2007,8255e1ca-1e42-11e4-b4cd-db5882bf8def,860,ETM,Ramos-Horta,2007-05-20,20may2007,2008-02-11,11feb2008,Regular,Retired Due to Ill Health,Regular,0,OK,M,1949,-777,1949-12-26,26dec1949,NA,,NA,0,2.0999999,0,0,NA,NA
ETM-2008-1,43fcd2bd-de6a-11e5-ba44-bb6d7c1a9a58,860,ETM,Fernando de Araújo,2008-02-13,13feb2008,2008-04-17,17apr2008,Regular,Retired Due to Ill Health,Regular,0,OK,M,1963,-777,1963-02-26,26feb1963,2015-06-02,02jun2015,NA,0,2.0999999,0,0,NA,NA
ETM-2008-2,8255e1ca-1e42-11e4-b4cd-db5882bf8def,860,ETM,Ramos-Horta,2008-04-17,17apr2008,2012-05-20,20may2012,Regular,Retired Due to Ill Health,Regular,1,OK,M,1949,-777,1949-12-26,26dec1949,NA,,NA,0,2.0999999,0,0,NA,NA
ETM-2012,2b3ec880-3481-11e4-8dba-bbcd9ed46413,860,ETM,Ruak,2012-05-20,20may2012,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1956,-777,1956-10-10,10oct1956,NA,,NA,0,-888,-888,-888,NA,NA
AUL-1901,824d4c5c-1e42-11e4-b4cd-db5882bf8def,900,AUL,Edmund Barton,1901-01-01,01jan1901,1903-09-24,24sep1903,Regular,Regular,Regular,0,OK,M,1849,1920,1849-01-18,18jan1849,1920-01-07,07jan1920,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Edmund-5FBarton&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=T1-JY7Y8466Fw_yIo5SePpKz-9OE0a02p2MVadmsz1k&e=,0,1,0,0,NA,NA
AUL-1903,824d4c5d-1e42-11e4-b4cd-db5882bf8def,900,AUL,Alfred Deakin,1903-09-24,24sep1903,1904-04-26,26apr1904,Regular,Regular,Regular,0,OK,M,1856,1919,1856-08-03,03aug1856,1919-10-07,07oct1919,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alfred-5FDeakin&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=8-J8ehwbaZKT6aLVIljmc6h-jlL0R1k4cK2NvPZzlX0&e=,0,1,0,0,NA,NA
AUL-1904-1,824d7d30-1e42-11e4-b4cd-db5882bf8def,900,AUL,John Christian Watson,1904-04-26,26apr1904,1904-08-18,18aug1904,Regular,Regular,Regular,0,OK,M,1867,1941,1867-04-09,09apr1867,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Chris-5FWatson&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=pSAdt7MoAlOio3C3LPjKmS2Pb-aIELjxmq2XWV0Aiko&e=,0,1,0,0,NA,NA
AUL-1904-2,824d7d31-1e42-11e4-b4cd-db5882bf8def,900,AUL,George Reid,1904-08-18,18aug1904,1905-07-05,05jul1905,Regular,Regular,Regular,0,OK,M,1848,1918,1848-02-22,22feb1848,1918-09-12,12sep1918,NA,0,1,0,0,NA,NA
AUL-1905,824d4c5d-1e42-11e4-b4cd-db5882bf8def,900,AUL,Alfred Deakin,1905-07-05,05jul1905,1908-11-13,13nov1908,Regular,Regular,Regular,1,OK,M,1856,1919,1856-08-03,03aug1856,1919-10-07,07oct1919,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alfred-5FDeakin&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=8-J8ehwbaZKT6aLVIljmc6h-jlL0R1k4cK2NvPZzlX0&e=,0,1,0,0,NA,NA
AUL-1908,824dae04-1e42-11e4-b4cd-db5882bf8def,900,AUL,Andrew Fisher,1908-11-13,13nov1908,1909-06-02,02jun1909,Regular,Regular,Regular,0,OK,M,1862,1928,1862-08-29,29aug1862,1928-10-22,22oct1928,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Andrew-5FFisher&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=dx93lqhUqc59Yu4NRLWfJ3r2dDB_d0VL8eyxELdSeVo&e=,0,1,0,0,NA,NA
AUL-1909,824d4c5d-1e42-11e4-b4cd-db5882bf8def,900,AUL,Alfred Deakin,1909-06-02,02jun1909,1910-04-29,29apr1910,Regular,Regular,Regular,2,OK,M,1856,1919,1856-08-03,03aug1856,1919-10-07,07oct1919,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Alfred-5FDeakin&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=8-J8ehwbaZKT6aLVIljmc6h-jlL0R1k4cK2NvPZzlX0&e=,0,1,0,0,NA,NA
AUL-1910,824dae04-1e42-11e4-b4cd-db5882bf8def,900,AUL,Andrew Fisher,1910-04-29,29apr1910,1913-04-24,24apr1913,Regular,Regular,Regular,1,OK,M,1862,1928,1862-08-29,29aug1862,1928-10-22,22oct1928,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Andrew-5FFisher&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=dx93lqhUqc59Yu4NRLWfJ3r2dDB_d0VL8eyxELdSeVo&e=,0,1,0,0,NA,NA
AUL-1913,824dae05-1e42-11e4-b4cd-db5882bf8def,900,AUL,Joseph Cook,1913-04-24,24apr1913,1914-09-17,17sep1914,Regular,Regular,Regular,0,OK,M,1860,1947,1860-12-07,07dec1860,1947-07-30,30jul1947,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Joseph-5FCook&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=AXoDNrObo1BAB_OaKneydGEdA1Du7yTNtktkN0hJjfA&e=,0,1,0,0,NA,NA
AUL-1914,824dae04-1e42-11e4-b4cd-db5882bf8def,900,AUL,Andrew Fisher,1914-09-17,17sep1914,1915-10-27,27oct1915,Regular,Regular,Regular,2,OK,M,1862,1928,1862-08-29,29aug1862,1928-10-22,22oct1928,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Andrew-5FFisher&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=dx93lqhUqc59Yu4NRLWfJ3r2dDB_d0VL8eyxELdSeVo&e=,0,1,0,0,NA,NA
AUL-1915,824dae06-1e42-11e4-b4cd-db5882bf8def,900,AUL,Hughes,1915-10-27,27oct1915,1923-02-03,03feb1923,Regular,Regular,Regular,0,OK,M,1864,1952,1864-09-25,25sep1864,1952-10-28,28oct1952,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Billy-5FHughes&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=7NPOSYCaM6ktkD8t1iekAjfXlqdPyKMyYri2KTu5QVQ&e=,0,1,0,0,NA,NA
AUL-1923,824dded8-1e42-11e4-b4cd-db5882bf8def,900,AUL,Bruce,1923-02-03,03feb1923,1929-10-22,22oct1929,Regular,Regular,Regular,0,OK,M,1883,1967,1883-04-15,15apr1883,1967-08-25,25aug1967,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Stanley-5FBruce&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=unfK1NVpTzL70CSSbQjdsQxZkCz4n6mB7w9XFQGjFRA&e=,0,1,0,0,NA,NA
AUL-1929,824dded9-1e42-11e4-b4cd-db5882bf8def,900,AUL,Scullin,1929-10-22,22oct1929,1932-01-06,06jan1932,Regular,Regular,Regular,0,OK,M,1876,1953,1876-09-18,18sep1876,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_James-5FScullin&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=MMF6iVSWEbM2FVKqjq-rMICinMmswJMlWmXTnnLbxx0&e=,0,1,0,0,NA,NA
AUL-1932,824ddeda-1e42-11e4-b4cd-db5882bf8def,900,AUL,Lyons,1932-01-06,06jan1932,1939-04-07,07apr1939,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1879,1939,1879-09-15,15sep1879,1939-04-07,07apr1939,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Joseph-5FLyons&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Jk-M93ERb1rqLZYxCP_BVYnem0aKyuUjqsNErgn87Dw&e=,0,2,0,-777,NA,NA
AUL-1939-1,824ddedb-1e42-11e4-b4cd-db5882bf8def,900,AUL,Page,1939-04-07,07apr1939,1939-04-26,26apr1939,Regular,Regular,Regular,0,OK,M,1888,1961,1888-08-08,08aug1888,1961-12-20,20dec1961,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Earle-5FPage&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=Xu8Egq7ygBfTXu2NJlETrlJ_Pjmnb3np7TvJpOzQkKg&e=,0,1,0,0,NA,NA
AUL-1939-2,824e0fac-1e42-11e4-b4cd-db5882bf8def,900,AUL,Menzies,1939-04-26,26apr1939,1941-08-29,29aug1941,Regular,Regular,Regular,0,OK,M,1894,1978,1894-12-20,20dec1894,1978-05-16,16may1978,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Robert-5FMenzies&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=seEwCTehcZqZV2hJQ69sFIlHfaTBUEDTqtvHcKcyprI&e=,0,1,0,0,NA,NA
AUL-1941-1,824e0fad-1e42-11e4-b4cd-db5882bf8def,900,AUL,Fadden,1941-08-29,29aug1941,1941-10-07,07oct1941,Regular,Regular,Regular,0,OK,M,1895,1973,1895-04-13,13apr1895,1973-04-21,21apr1973,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Arthur-5FFadden&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=xNC68QuE7CINwAd1FGqlzS8-WfTJCyjvShSh7MAfV3c&e=,0,1,0,0,NA,NA
AUL-1941-2,824e0fae-1e42-11e4-b4cd-db5882bf8def,900,AUL,Curtin,1941-10-07,07oct1941,1945-04-30,30apr1945,Regular,Retired Due to Ill Health,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1885,1945,1885-01-08,08jan1885,1945-07-05,05jul1945,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_John-5FCurtin&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=qaVqkRabrn6oYJvo_kCkq0wB_ipw0T_-CNF4Og22A8I&e=,0,2.0999999,0,-777,NA,NA
AUL-1945-1,824e0faf-1e42-11e4-b4cd-db5882bf8def,900,AUL,Forde,1945-04-30,30apr1945,1945-07-13,13jul1945,Regular,Regular,Regular,0,OK,M,1890,1983,1890-07-18,18jul1890,1983-01-28,28jan1983,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Frank-5FForde&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=1t8tSX65vWsW2gQ4jTSrIDbkwaInJHdTPULXuDehMYE&e=,0,1,0,0,NA,NA
AUL-1945-2,824e0fb0-1e42-11e4-b4cd-db5882bf8def,900,AUL,Chifley,1945-07-13,13jul1945,1949-12-19,19dec1949,Regular,Regular,Regular,0,OK,M,1885,1951,1885-09-22,22sep1885,1951-06-13,13jun1951,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Ben-5FChifley&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=l1ggPnc8Vofvlb-mKlUV2xBhdlNlnE92tFv5i4PN-cQ&e=,0,1,0,0,NA,NA
AUL-1949,824e0fac-1e42-11e4-b4cd-db5882bf8def,900,AUL,Menzies,1949-12-19,19dec1949,1966-01-26,26jan1966,Regular,Regular,Regular,1,OK,M,1894,1978,1894-12-20,20dec1894,1978-05-16,16may1978,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Robert-5FMenzies&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=seEwCTehcZqZV2hJQ69sFIlHfaTBUEDTqtvHcKcyprI&e=,0,1,0,0,NA,NA
AUL-1966,824e0fb1-1e42-11e4-b4cd-db5882bf8def,900,AUL,Holt,1966-01-27,27jan1966,1967-12-19,19dec1967,Regular,Natural Death,Regular,0,Missing: Natural Death within Six Months of Losing Office,M,1908,1967,1908-08-05,05aug1908,1967-12-19,19dec1967,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Harold-5FHolt&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=bw0WTFXAN2AiPtLaH8xSWZmn6W2w6zIzcasq0n8bsx0&e=,0,2,0,-777,NA,NA
AUL-1967,824e4080-1e42-11e4-b4cd-db5882bf8def,900,AUL,McEwen,1967-12-19,19dec1967,1968-01-10,10jan1968,Regular,Regular,Regular,0,OK,M,1900,1980,1900-03-29,29mar1900,1980-11-21,21nov1980,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_John-5FMcEwen&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=4nGRZvf6GWswP69_1ouR3CXK0gmRDewigInN55q9L_I&e=,0,1,0,0,NA,NA
AUL-1968,824e4081-1e42-11e4-b4cd-db5882bf8def,900,AUL,Gorton,1968-01-10,10jan1968,1971-03-10,10mar1971,Regular,Regular,Regular,0,OK,M,1911,2002,1911-09-09,09sep1911,2002-05-19,19may2002,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_John-5FGorton&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=HropHA0tLR7KlGDQ6NPF8j0sGEfrmweZlqZM7SLTl3I&e=,0,1,0,0,NA,NA
AUL-1971,824e4082-1e42-11e4-b4cd-db5882bf8def,900,AUL,McMahon,1971-03-10,10mar1971,1972-12-05,05dec1972,Regular,Regular,Regular,0,OK,M,1908,1988,1908-02-23,23feb1908,1988-03-31,31mar1988,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_William-5FMcMahon&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=fTVAoyX3mzfsNNpJSNZFqrJFKDJftLI5j28woPcGvjM&e=,0,1,0,0,NA,NA
AUL-1972,824e4083-1e42-11e4-b4cd-db5882bf8def,900,AUL,Whitlam,1972-12-05,05dec1972,1975-11-11,11nov1975,Regular,Regular,Regular,0,OK,M,1916,-777,1916-07-11,11jul1916,2014-10-21,21oct2014,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Gough-5FWhitlam&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=vmLcmuJ2GzDVZjVw9oTMbJMooGQ1bL8NPZ1O1do4GBw&e=,0,1,0,0,NA,NA
AUL-1975,824e4084-1e42-11e4-b4cd-db5882bf8def,900,AUL,Fraser,1975-11-11,11nov1975,1983-03-11,11mar1983,Regular,Regular,Regular,0,OK,M,1930,-777,1930-05-21,21may1930,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Malcolm-5FFraser&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=SckV5yEjri_37a2M2uqoMitGxydnofYSBeJBiMYQ6x4&e=,0,1,0,0,NA,NA
AUL-1983,824e4085-1e42-11e4-b4cd-db5882bf8def,900,AUL,Hawke,1983-03-11,11mar1983,1991-12-19,19dec1991,Regular,Regular,Regular,0,OK,M,1929,-777,1929-12-09,09dec1929,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Bob-5FHawke&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=n7i6wtrQCAo00dgD6wpOTl4q7tweOyjrFkg4klaEXVI&e=,0,1,0,0,NA,NA
AUL-1991,824e4086-1e42-11e4-b4cd-db5882bf8def,900,AUL,Keating,1991-12-19,19dec1991,1996-03-11,11mar1996,Regular,Regular,Regular,0,OK,M,1945,-777,1945-01-18,18jan1945,NA,,NA,0,1,0,0,NA,NA
AUL-1996,824e715e-1e42-11e4-b4cd-db5882bf8def,900,AUL,Howard,1996-03-11,11mar1996,2007-12-03,03dec2007,Regular,Regular,Regular,0,OK,M,1939,-777,1939-07-26,26jul1939,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_John-5FHoward&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=JmiRhKtF8NEqjTtMUR7U4JzN8ZGBnPp7Wur3QltxxBY&e=,0,1,0,0,NA,NA
AUL-2007,8255e1cb-1e42-11e4-b4cd-db5882bf8def,900,AUL,Rudd,2007-12-03,03dec2007,2010-06-24,24jun2010,Regular,Regular,Regular,0,OK,M,1957,-777,1957-09-21,21sep1957,NA,,NA,0,1,0,0,NA,NA
AUL-2010,8255e1cc-1e42-11e4-b4cd-db5882bf8def,900,AUL,Gillard,2010-06-24,24jun2010,2013-06-27,27jun2013,Regular,Regular,Regular,0,OK,F,1961,-777,1961-09-29,29sep1961,NA,,NA,0,1,0,0,NA,NA
AUL-2013-1,8255e1cb-1e42-11e4-b4cd-db5882bf8def,900,AUL,Rudd,2013-06-27,27jun2013,2013-09-18,18sep2013,Regular,Regular,Regular,1,OK,M,1957,-777,1957-09-21,21sep1957,NA,,NA,0,1,0,0,NA,NA
AUL-2013-2,2b3ec881-3481-11e4-8dba-bbcd9ed46413,900,AUL,Abbott,2013-09-18,18sep2013,2015-09-15,15sep2015,Regular,Regular,Regular,1,Missing: Left Office after 2014-12-31,M,1957,-777,1957-11-04,04nov1957,NA,,NA,0,1,0,-999,NA,NA
AUL-2015,43fcd2be-de6a-11e5-ba44-bb6d7c1a9a58,900,AUL,Malcolm Turnbull,2015-09-15,15sep2015,2015-12-31,31dec2015,Regular,Still in Office,Still in Office,0,Leader Still in Office,M,1954,-777,1954-10-24,24oct1954,NA,,NA,0,-888,-888,-888,NA,NA
PNG-1975,824e715f-1e42-11e4-b4cd-db5882bf8def,910,PNG,Somare,1975-09-16,16sep1975,1980-03-11,11mar1980,Regular,Regular,Regular,0,OK,M,1936,-777,1936-04-09,09apr1936,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Michael-5FSomare&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=myvWhJuP_vY9E1w6oGNyCwmbwfsv7LNoFK9IB8J7ny0&e=,0,1,0,0,NA,NA
PNG-1980,824e7160-1e42-11e4-b4cd-db5882bf8def,910,PNG,Chan,1980-03-11,11mar1980,1982-08-02,02aug1982,Regular,Regular,Regular,0,OK,M,1939,-777,1939-08-29,29aug1939,NA,,NA,0,1,0,0,NA,NA
PNG-1982,824e715f-1e42-11e4-b4cd-db5882bf8def,910,PNG,Somare,1982-08-02,02aug1982,1985-11-21,21nov1985,Regular,Regular,Regular,1,OK,M,1936,-777,1936-04-09,09apr1936,NA,,https://urldefense.proofpoint.com/v2/url?u=http-3A__dbpedia.org_resource_Michael-5FSomare&d=BQID-g&c=kbmfwr1Yojg42sGEpaQh5ofMHBeTl9EI2eaqQZhHbOU&r=ZliGVSRwfirWoETOrKCh2RSnoygzVPWEk95Me9L-Kwo&m=EaKyFx9mpkhPdFxsxzvW_fiM3jbYwM3xYLjVbSFoDAg&s=myvWhJuP_vY9E1w6oGNyCwmbwfsv7LNoFK9IB8J7ny0&e=,0,1,0,0,NA,NA
PNG-1985,824e7161-1e42-11e4-b4cd-db5882bf8def,910,PNG,Wingti,1985-11-21,21nov1985,1988-07-04,04jul1988,Regular,Regular,Regular,0,OK,M,1951,-777,NA,,NA,,NA,0,1,0,0,NA,NA
PNG-1988,824e7162-1e42-11e4-b4cd-db5882bf8def,910,PNG,Namaliu,1988-07-04,04jul1988,1992-07-17,17jul1992,Regular,Regular,Regular,0,OK,M,1947,-777,1947-04-03,03apr1947,NA,,NA,0,1,0,0,NA,NA
PNG-1992,824e7161-1e42-11e4-b4cd-db5882bf8def,910,PNG,Wingti,1992-07-17,17jul1992,1994-08-30,30aug1994,Regular,Regular,Regular,1,OK,M,1951,-777,NA,,NA,,NA,0,1,0,0,NA,NA
PNG-1994,824e7160-1e42-11e4-b4cd-db5882bf8def,910,PNG,Chan,1994-08-30,30aug1994,1997-07-22,22jul1997,Regular,Regular,Regular,1,OK,M,1939,-777,1939-08-29,29aug1939,NA,,NA,0,1,0,0,NA,NA
PNG-1997,824e7163-1e42-11e4-b4cd-db5882bf8def,910,PNG,Skate,1997-07-22,22jul1997,1999-07-14,14jul1999,Regular,Regular,Regular,0,OK,M,1953,-777,NA,,NA,,NA,0,1,0,0,NA,NA
PNG-1999,824ea232-1e42-11e4-b4cd-db5882bf8def,910,PNG,Morauta,1999-07-14,14jul1999,2002-08-05,05aug2002,Regular,Regular,Regular,0,OK,M,1946,-777,NA,,NA,,NA,0,1,0,0,NA,NA
